postal_district_number,postal_district,postal_district_name,postal_district_label,floor_level,floor_area_band,rent_psm_25th,rent_psm_median,rent_psm_75th,reference_period,period_start,year,quarter
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,114.81,163.59,200.07,2021Q2,2021-04-01,2021,Q2
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>30 - 100,91.7,108.74,127.51,2021Q2,2021-04-01,2021,Q2
22,D22,Jurong,D22 / Jurong,B1 & Below,30 & Below,284.44,286.46,436.43,2021Q3,2021-07-01,2021,Q3
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,191.86,218.52,307.43,2021Q3,2021-07-01,2021,Q3
22,D22,Jurong,D22 / Jurong,B1 & Below,>100 - 300,211.57,240.4,265.32,2021Q3,2021-07-01,2021,Q3
22,D22,Jurong,D22 / Jurong,Level 1,30 & Below,279.5,358.95,420.05,2021Q3,2021-07-01,2021,Q3
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,171.47,218.36,265.53,2021Q3,2021-07-01,2021,Q3
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,151.14,156.65,197.34,2021Q3,2021-07-01,2021,Q3
22,D22,Jurong,D22 / Jurong,Level 1,>300,72.3,119.45,154.79,2021Q3,2021-07-01,2021,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,207.7,222.47,254.9,2021Q3,2021-07-01,2021,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,99.83,144.14,217.96,2021Q3,2021-07-01,2021,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,114.98,172.17,196.22,2021Q3,2021-07-01,2021,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>300,142.62,149.18,176.04,2021Q3,2021-07-01,2021,Q3
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>30 - 100,137.3,137.5,149.35,2021Q3,2021-07-01,2021,Q3
22,D22,Jurong,D22 / Jurong,B1 & Below,30 & Below,220.35,263.65,325.88,2021Q4,2021-10-01,2021,Q4
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,221.41,261.89,275.52,2021Q4,2021-10-01,2021,Q4
22,D22,Jurong,D22 / Jurong,Level 1,30 & Below,232.4,344.43,379.63,2021Q4,2021-10-01,2021,Q4
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,124.14,237.13,344.25,2021Q4,2021-10-01,2021,Q4
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,130.0,168.19,198.01,2021Q4,2021-10-01,2021,Q4
22,D22,Jurong,D22 / Jurong,Level 1,>300,133.19,139.09,174.75,2021Q4,2021-10-01,2021,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,185.7,262.77,370.58,2021Q4,2021-10-01,2021,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,85.28,136.36,181.21,2021Q4,2021-10-01,2021,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,142.49,185.64,227.17,2021Q4,2021-10-01,2021,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>300,79.04,115.84,145.18,2021Q4,2021-10-01,2021,Q4
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>30 - 100,159.27,165.45,187.49,2021Q4,2021-10-01,2021,Q4
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>100 - 300,69.43,74.27,160.28,2021Q4,2021-10-01,2021,Q4
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>300,70.41,103.21,124.26,2021Q4,2021-10-01,2021,Q4
22,D22,Jurong,D22 / Jurong,B1 & Below,30 & Below,262.67,365.59,383.54,2022Q1,2022-01-01,2022,Q1
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,247.76,306.52,434.93,2022Q1,2022-01-01,2022,Q1
22,D22,Jurong,D22 / Jurong,B1 & Below,>100 - 300,123.45,220.31,304.77,2022Q1,2022-01-01,2022,Q1
22,D22,Jurong,D22 / Jurong,Level 1,30 & Below,412.32,475.16,615.46,2022Q1,2022-01-01,2022,Q1
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,118.18,214.76,366.09,2022Q1,2022-01-01,2022,Q1
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,106.25,138.32,189.12,2022Q1,2022-01-01,2022,Q1
22,D22,Jurong,D22 / Jurong,Level 1,>300,14.34,21.18,35.73,2022Q1,2022-01-01,2022,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,199.2,243.07,324.32,2022Q1,2022-01-01,2022,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,115.79,207.32,267.08,2022Q1,2022-01-01,2022,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,134.22,149.85,197.14,2022Q1,2022-01-01,2022,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>300,93.45,140.02,179.5,2022Q1,2022-01-01,2022,Q1
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>30 - 100,220.96,240.42,251.1,2022Q1,2022-01-01,2022,Q1
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>100 - 300,215.45,232.31,254.73,2022Q1,2022-01-01,2022,Q1
22,D22,Jurong,D22 / Jurong,B1 & Below,30 & Below,523.88,580.1,607.75,2022Q2,2022-04-01,2022,Q2
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,265.31,369.64,446.64,2022Q2,2022-04-01,2022,Q2
22,D22,Jurong,D22 / Jurong,B1 & Below,>300,90.23,127.89,153.64,2022Q2,2022-04-01,2022,Q2
22,D22,Jurong,D22 / Jurong,Level 1,30 & Below,388.5,454.24,534.81,2022Q2,2022-04-01,2022,Q2
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,100.0,240.97,346.4,2022Q2,2022-04-01,2022,Q2
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,126.11,193.9,253.79,2022Q2,2022-04-01,2022,Q2
22,D22,Jurong,D22 / Jurong,Level 1,>300,97.97,149.63,189.18,2022Q2,2022-04-01,2022,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,221.96,341.61,347.31,2022Q2,2022-04-01,2022,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,103.77,173.01,252.5,2022Q2,2022-04-01,2022,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,145.65,164.93,231.1,2022Q2,2022-04-01,2022,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>300,95.89,120.71,121.7,2022Q2,2022-04-01,2022,Q2
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>30 - 100,171.34,187.15,191.36,2022Q2,2022-04-01,2022,Q2
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>100 - 300,128.14,148.99,220.46,2022Q2,2022-04-01,2022,Q2
22,D22,Jurong,D22 / Jurong,B1 & Below,30 & Below,199.63,333.13,578.96,2022Q3,2022-07-01,2022,Q3
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,190.1,304.86,377.06,2022Q3,2022-07-01,2022,Q3
22,D22,Jurong,D22 / Jurong,B1 & Below,>100 - 300,191.98,207.02,238.37,2022Q3,2022-07-01,2022,Q3
22,D22,Jurong,D22 / Jurong,Level 1,30 & Below,368.97,400.0,463.41,2022Q3,2022-07-01,2022,Q3
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,177.21,239.95,324.4,2022Q3,2022-07-01,2022,Q3
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,146.34,175.48,218.78,2022Q3,2022-07-01,2022,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,200.66,262.08,351.57,2022Q3,2022-07-01,2022,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,88.05,134.28,208.22,2022Q3,2022-07-01,2022,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,156.36,168.19,230.13,2022Q3,2022-07-01,2022,Q3
22,D22,Jurong,D22 / Jurong,Level 4 & Above,30 & Below,181.58,217.83,288.92,2022Q3,2022-07-01,2022,Q3
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>30 - 100,202.06,210.48,266.79,2022Q3,2022-07-01,2022,Q3
22,D22,Jurong,D22 / Jurong,B1 & Below,30 & Below,240.1,334.75,384.32,2022Q4,2022-10-01,2022,Q4
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,135.56,148.86,307.26,2022Q4,2022-10-01,2022,Q4
22,D22,Jurong,D22 / Jurong,B1 & Below,>100 - 300,147.34,183.59,227.81,2022Q4,2022-10-01,2022,Q4
22,D22,Jurong,D22 / Jurong,Level 1,30 & Below,166.67,204.17,334.0,2022Q4,2022-10-01,2022,Q4
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,89.94,147.02,292.21,2022Q4,2022-10-01,2022,Q4
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,37.25,134.94,234.81,2022Q4,2022-10-01,2022,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,232.11,300.0,394.44,2022Q4,2022-10-01,2022,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,98.58,142.85,223.78,2022Q4,2022-10-01,2022,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,111.01,153.2,208.79,2022Q4,2022-10-01,2022,Q4
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>30 - 100,62.52,120.0,122.2,2022Q4,2022-10-01,2022,Q4
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>100 - 300,78.93,168.8,208.92,2022Q4,2022-10-01,2022,Q4
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,290.43,313.15,375.65,2023Q1,2023-01-01,2023,Q1
22,D22,Jurong,D22 / Jurong,B1 & Below,>100 - 300,203.3,252.27,302.41,2023Q1,2023-01-01,2023,Q1
22,D22,Jurong,D22 / Jurong,B1 & Below,>300,53.66,95.87,123.86,2023Q1,2023-01-01,2023,Q1
22,D22,Jurong,D22 / Jurong,Level 1,30 & Below,203.65,287.3,519.74,2023Q1,2023-01-01,2023,Q1
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,150.0,346.4,471.56,2023Q1,2023-01-01,2023,Q1
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,216.82,246.38,288.83,2023Q1,2023-01-01,2023,Q1
22,D22,Jurong,D22 / Jurong,Level 1,>300,48.54,70.17,142.96,2023Q1,2023-01-01,2023,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,208.32,272.41,315.01,2023Q1,2023-01-01,2023,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,129.73,233.19,310.13,2023Q1,2023-01-01,2023,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,210.26,249.08,313.77,2023Q1,2023-01-01,2023,Q1
22,D22,Jurong,D22 / Jurong,B1 & Below,30 & Below,323.39,336.89,451.05,2023Q2,2023-04-01,2023,Q2
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,248.8,312.19,353.37,2023Q2,2023-04-01,2023,Q2
22,D22,Jurong,D22 / Jurong,B1 & Below,>100 - 300,180.82,208.55,233.94,2023Q2,2023-04-01,2023,Q2
22,D22,Jurong,D22 / Jurong,Level 1,30 & Below,243.57,411.0,520.95,2023Q2,2023-04-01,2023,Q2
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,183.57,278.62,351.0,2023Q2,2023-04-01,2023,Q2
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,113.25,188.45,241.8,2023Q2,2023-04-01,2023,Q2
22,D22,Jurong,D22 / Jurong,Level 1,>300,97.22,140.1,170.94,2023Q2,2023-04-01,2023,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,355.24,358.17,387.5,2023Q2,2023-04-01,2023,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,178.35,239.0,340.84,2023Q2,2023-04-01,2023,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,123.01,145.76,182.5,2023Q2,2023-04-01,2023,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>300,138.6,177.74,187.15,2023Q2,2023-04-01,2023,Q2
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>100 - 300,178.56,194.04,200.71,2023Q2,2023-04-01,2023,Q2
22,D22,Jurong,D22 / Jurong,B1 & Below,30 & Below,150.71,310.34,369.92,2023Q3,2023-07-01,2023,Q3
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,207.41,286.08,367.9,2023Q3,2023-07-01,2023,Q3
22,D22,Jurong,D22 / Jurong,B1 & Below,>100 - 300,223.66,238.14,250.73,2023Q3,2023-07-01,2023,Q3
22,D22,Jurong,D22 / Jurong,Level 1,30 & Below,348.2,378.18,421.89,2023Q3,2023-07-01,2023,Q3
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,297.24,338.36,424.75,2023Q3,2023-07-01,2023,Q3
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,164.94,193.59,270.54,2023Q3,2023-07-01,2023,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,271.61,288.68,354.23,2023Q3,2023-07-01,2023,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,148.33,261.58,279.22,2023Q3,2023-07-01,2023,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,148.81,166.61,192.25,2023Q3,2023-07-01,2023,Q3
22,D22,Jurong,D22 / Jurong,B1 & Below,30 & Below,220.34,406.96,645.64,2023Q4,2023-10-01,2023,Q4
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,176.38,179.34,221.25,2023Q4,2023-10-01,2023,Q4
22,D22,Jurong,D22 / Jurong,B1 & Below,>300,13.26,13.42,67.99,2023Q4,2023-10-01,2023,Q4
22,D22,Jurong,D22 / Jurong,Level 1,30 & Below,267.05,286.87,300.0,2023Q4,2023-10-01,2023,Q4
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,130.54,171.05,334.47,2023Q4,2023-10-01,2023,Q4
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,143.93,216.29,262.43,2023Q4,2023-10-01,2023,Q4
22,D22,Jurong,D22 / Jurong,Level 1,>300,23.05,26.9,26.9,2023Q4,2023-10-01,2023,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,274.48,277.24,314.42,2023Q4,2023-10-01,2023,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,107.63,201.73,254.77,2023Q4,2023-10-01,2023,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,168.97,189.45,281.65,2023Q4,2023-10-01,2023,Q4
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>30 - 100,183.55,194.43,216.74,2023Q4,2023-10-01,2023,Q4
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>300,109.08,147.12,149.01,2023Q4,2023-10-01,2023,Q4
22,D22,Jurong,D22 / Jurong,B1 & Below,>100 - 300,199.36,203.35,208.65,2024Q1,2024-01-01,2024,Q1
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,112.5,188.85,305.7,2024Q1,2024-01-01,2024,Q1
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,98.49,131.9,217.19,2024Q1,2024-01-01,2024,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,260.15,318.44,351.48,2024Q1,2024-01-01,2024,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,146.98,206.49,243.25,2024Q1,2024-01-01,2024,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,179.13,270.51,270.93,2024Q1,2024-01-01,2024,Q1
22,D22,Jurong,D22 / Jurong,B1 & Below,30 & Below,307.56,332.6,414.3,2024Q2,2024-04-01,2024,Q2
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,280.8,308.83,328.37,2024Q2,2024-04-01,2024,Q2
22,D22,Jurong,D22 / Jurong,B1 & Below,>100 - 300,223.31,260.91,265.49,2024Q2,2024-04-01,2024,Q2
22,D22,Jurong,D22 / Jurong,B1 & Below,>300,175.03,197.04,215.66,2024Q2,2024-04-01,2024,Q2
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,169.21,277.15,326.25,2024Q2,2024-04-01,2024,Q2
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,144.73,189.15,251.32,2024Q2,2024-04-01,2024,Q2
22,D22,Jurong,D22 / Jurong,Level 1,>300,88.1,133.64,133.66,2024Q2,2024-04-01,2024,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,190.99,337.53,362.6,2024Q2,2024-04-01,2024,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,180.6,254.17,363.1,2024Q2,2024-04-01,2024,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,164.23,191.81,220.33,2024Q2,2024-04-01,2024,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>300,136.64,136.86,145.85,2024Q2,2024-04-01,2024,Q2
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>30 - 100,151.67,157.08,188.12,2024Q2,2024-04-01,2024,Q2
22,D22,Jurong,D22 / Jurong,B1 & Below,30 & Below,337.37,423.54,641.95,2024Q3,2024-07-01,2024,Q3
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,216.09,247.66,323.3,2024Q3,2024-07-01,2024,Q3
22,D22,Jurong,D22 / Jurong,B1 & Below,>100 - 300,174.08,189.38,207.57,2024Q3,2024-07-01,2024,Q3
22,D22,Jurong,D22 / Jurong,Level 1,30 & Below,421.09,465.59,634.8,2024Q3,2024-07-01,2024,Q3
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,116.07,219.46,387.55,2024Q3,2024-07-01,2024,Q3
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,113.18,126.25,286.03,2024Q3,2024-07-01,2024,Q3
22,D22,Jurong,D22 / Jurong,Level 1,>300,63.04,67.9,142.49,2024Q3,2024-07-01,2024,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,180.69,237.55,298.44,2024Q3,2024-07-01,2024,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,183.49,218.28,298.33,2024Q3,2024-07-01,2024,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,168.07,183.38,194.24,2024Q3,2024-07-01,2024,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>300,119.26,155.36,174.08,2024Q3,2024-07-01,2024,Q3
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>30 - 100,149.45,151.54,272.74,2024Q3,2024-07-01,2024,Q3
22,D22,Jurong,D22 / Jurong,B1 & Below,30 & Below,333.79,398.04,549.01,2024Q4,2024-10-01,2024,Q4
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,305.1,410.81,501.1,2024Q4,2024-10-01,2024,Q4
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,132.88,214.25,307.15,2024Q4,2024-10-01,2024,Q4
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,192.14,227.85,267.87,2024Q4,2024-10-01,2024,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,242.11,249.73,441.14,2024Q4,2024-10-01,2024,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,100.0,214.91,269.49,2024Q4,2024-10-01,2024,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,193.93,219.68,249.7,2024Q4,2024-10-01,2024,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>300,157.75,216.47,265.44,2024Q4,2024-10-01,2024,Q4
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>30 - 100,105.99,138.8,196.48,2024Q4,2024-10-01,2024,Q4
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,355.55,395.44,434.13,2025Q1,2025-01-01,2025,Q1
22,D22,Jurong,D22 / Jurong,B1 & Below,>100 - 300,256.93,293.94,334.82,2025Q1,2025-01-01,2025,Q1
22,D22,Jurong,D22 / Jurong,Level 1,30 & Below,335.95,457.4,606.78,2025Q1,2025-01-01,2025,Q1
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,154.38,245.99,369.9,2025Q1,2025-01-01,2025,Q1
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,224.12,228.58,238.21,2025Q1,2025-01-01,2025,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,326.47,378.96,418.2,2025Q1,2025-01-01,2025,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,170.48,211.4,269.43,2025Q1,2025-01-01,2025,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,179.41,220.82,263.81,2025Q1,2025-01-01,2025,Q1
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>30 - 100,168.23,178.56,180.45,2025Q1,2025-01-01,2025,Q1
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,292.45,346.48,442.63,2025Q2,2025-04-01,2025,Q2
22,D22,Jurong,D22 / Jurong,B1 & Below,>100 - 300,195.86,250.23,260.13,2025Q2,2025-04-01,2025,Q2
22,D22,Jurong,D22 / Jurong,B1 & Below,>300,106.97,116.66,152.04,2025Q2,2025-04-01,2025,Q2
22,D22,Jurong,D22 / Jurong,Level 1,30 & Below,457.75,560.33,626.36,2025Q2,2025-04-01,2025,Q2
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,234.64,265.48,372.26,2025Q2,2025-04-01,2025,Q2
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,181.29,214.19,245.76,2025Q2,2025-04-01,2025,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,390.46,405.63,416.63,2025Q2,2025-04-01,2025,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,132.7,215.47,320.73,2025Q2,2025-04-01,2025,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,198.46,229.76,256.07,2025Q2,2025-04-01,2025,Q2
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>300,102.48,153.31,167.49,2025Q2,2025-04-01,2025,Q2
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>30 - 100,224.12,232.73,237.54,2025Q2,2025-04-01,2025,Q2
22,D22,Jurong,D22 / Jurong,B1 & Below,30 & Below,328.96,406.11,477.81,2025Q3,2025-07-01,2025,Q3
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,254.81,280.14,377.58,2025Q3,2025-07-01,2025,Q3
22,D22,Jurong,D22 / Jurong,B1 & Below,>100 - 300,208.04,237.32,273.16,2025Q3,2025-07-01,2025,Q3
22,D22,Jurong,D22 / Jurong,Level 1,30 & Below,301.86,559.31,616.79,2025Q3,2025-07-01,2025,Q3
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,192.27,302.27,394.92,2025Q3,2025-07-01,2025,Q3
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,159.35,191.01,245.88,2025Q3,2025-07-01,2025,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,244.86,352.9,364.88,2025Q3,2025-07-01,2025,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,167.33,225.79,274.14,2025Q3,2025-07-01,2025,Q3
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,126.18,138.98,222.07,2025Q3,2025-07-01,2025,Q3
22,D22,Jurong,D22 / Jurong,Level 4 & Above,>100 - 300,127.69,155.97,209.12,2025Q3,2025-07-01,2025,Q3
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,284.14,300.98,494.05,2025Q4,2025-10-01,2025,Q4
22,D22,Jurong,D22 / Jurong,B1 & Below,>100 - 300,206.99,222.92,276.88,2025Q4,2025-10-01,2025,Q4
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,123.86,186.6,379.25,2025Q4,2025-10-01,2025,Q4
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,210.39,221.93,278.9,2025Q4,2025-10-01,2025,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,312.0,361.0,450.61,2025Q4,2025-10-01,2025,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,119.62,147.06,238.68,2025Q4,2025-10-01,2025,Q4
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,158.86,172.28,205.78,2025Q4,2025-10-01,2025,Q4
22,D22,Jurong,D22 / Jurong,B1 & Below,>30 - 100,222.69,270.56,280.89,2026Q1,2026-01-01,2026,Q1
22,D22,Jurong,D22 / Jurong,B1 & Below,>100 - 300,216.73,234.99,282.79,2026Q1,2026-01-01,2026,Q1
22,D22,Jurong,D22 / Jurong,Level 1,30 & Below,493.46,531.28,542.97,2026Q1,2026-01-01,2026,Q1
22,D22,Jurong,D22 / Jurong,Level 1,>30 - 100,160.0,267.66,372.5,2026Q1,2026-01-01,2026,Q1
22,D22,Jurong,D22 / Jurong,Level 1,>100 - 300,133.67,144.29,192.49,2026Q1,2026-01-01,2026,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,30 & Below,228.46,247.23,308.38,2026Q1,2026-01-01,2026,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>30 - 100,118.39,171.75,249.93,2026Q1,2026-01-01,2026,Q1
22,D22,Jurong,D22 / Jurong,Level 2 & 3,>100 - 300,167.74,239.73,274.9,2026Q1,2026-01-01,2026,Q1
23,D23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang","D23 / Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",B1 & Below,30 & Below,406.7,426.89,601.23,2021Q1,2021-01-01,2021,Q1
23,D23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang","D23 / Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",B1 & Below,>30 - 100,199.35,216.29,290.46,2021Q1,2021-01-01,2021,Q1
23,D23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang","D23 / Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",Level 1,30 & Below,261.07,349.89,367.56,2021Q1,2021-01-01,2021,Q1
23,D23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang","D23 / Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",Level 1,>30 - 100,157.37,205.62,284.56,2021Q1,2021-01-01,2021,Q1
23,D23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang","D23 / Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",Level 2 & 3,30 & Below,110.43,116.32,172.44,2021Q1,2021-01-01,2021,Q1
23,D23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang","D23 / Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",Level 2 & 3,>30 - 100,135.75,218.4,253.4,2021Q1,2021-01-01,2021,Q1
23,D23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang","D23 / Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",B1 & Below,30 & Below,263.0,334.88,406.58,2021Q2,2021-04-01,2021,Q2
